generation,path_length_rings,euclid_distance,effective_rings,global_x,global_y,heading_running,heading_windowed,local_clock,elapsed_s,hop_ms,patch_ms
12102,6928,25714.0246,7281.9444,24836.9286,-6669.3854,-15.0343,-14.3909,1.7500,46.886,97.36,96.22
12123,6940,25757.9100,7294.3723,24881.3214,-6673.2825,-15.0170,-13.9221,1.7500,46.984,98.29,97.10
12144,6952,25803.8875,7307.3926,24923.9286,-6691.9020,-15.0324,-15.0032,1.7500,47.081,96.93,95.74
12165,6964,25847.7731,7319.8206,24968.3214,-6695.7991,-15.0153,-13.9221,1.7500,47.178,96.98,95.82
12184,6976,25890.3789,7331.8861,25007.3214,-6714.8517,-15.0336,-15.0941,1.5833,47.275,97.43,96.35
12206,6988,25937.5315,7345.2392,25053.0714,-6726.2956,-15.0318,-14.4793,1.8333,47.373,97.48,96.30
12227,7000,25980.8946,7357.5192,25097.3214,-6728.7081,-15.0116,-14.4793,1.7500,47.469,96.41,95.25
12248,7012,26027.3943,7370.6875,25140.0714,-6748.8123,-15.0300,-14.4793,1.7500,47.568,99.31,98.06
12269,7024,26070.7578,7382.9675,25184.3214,-6751.2248,-15.0099,-14.4793,1.7500,47.669,100.40,99.21
12290,7036,26117.2572,7396.1357,25227.0714,-6771.3289,-15.0282,-14.4847,1.7500,47.766,97.32,96.17
12311,7048,26160.6209,7408.4158,25271.3214,-6773.7414,-15.0082,-13.8656,1.7500,47.862,96.10,94.95
12332,7060,26207.1201,7421.5839,25314.0714,-6793.8456,-15.0265,-14.4793,1.7500,47.960,97.32,96.18
12352,7072,26250.3784,7433.8342,25356.0714,-6804.2379,-15.0246,-14.4793,1.6667,48.057,97.75,96.62
12374,7084,26296.9831,7447.0322,25401.0714,-6816.3622,-15.0247,-14.7047,1.8333,48.155,97.18,95.97
12395,7096,26340.3473,7459.3125,25445.3214,-6818.7747,-15.0048,-13.9221,1.7500,48.251,96.83,95.69
12415,7108,26385.9483,7472.2262,25488.0714,-6835.4148,-15.0157,-14.2536,1.6667,48.347,95.35,94.24
12437,7120,26430.2106,7484.7608,25532.3214,-6841.2914,-15.0031,-14.4793,1.8333,48.444,96.86,95.68
12456,7132,26472.8146,7496.8258,25571.3214,-6860.3440,-15.0211,-14.4739,1.5833,48.542,98.28,97.16
12478,7144,26519.9673,7510.1790,25617.0714,-6871.7879,-15.0194,-15.0368,1.8333,48.640,97.99,96.81
12499,7156,26563.3324,7522.4596,25661.3214,-6874.2004,-14.9997,-13.9523,1.7500,48.737,97.00,95.82
12520,7168,26609.8304,7535.6273,25704.0714,-6894.3045,-15.0176,-15.0368,1.7500,48.837,100.56,99.38
12541,7180,26653.1957,7547.9079,25748.3214,-6896.7170,-14.9980,-13.9523,1.7500,48.933,95.81,94.65
12562,7192,26699.6934,7561.0756,25791.0714,-6916.8212,-15.0159,-15.0368,1.7500,49.031,97.88,96.69
12583,7204,26743.0591,7573.3563,25835.3214,-6919.2337,-14.9964,-13.8656,1.7500,49.128,96.46,95.19
12604,7216,26789.5565,7586.5239,25878.0714,-6939.3378,-15.0142,-14.4793,1.7500,49.226,98.37,97.23
12625,7228,26832.9224,7598.8046,25922.3214,-6941.7503,-14.9947,-14.4793,1.7500,49.322,96.44,95.24
12644,7240,26875.5252,7610.8693,25961.3214,-6960.8029,-15.0125,-14.4739,1.5833,49.420,97.71,96.63
12666,7252,26922.1299,7624.0673,26006.3214,-6972.9273,-15.0126,-15.0941,1.8333,49.518,97.48,96.26
