generation,path_length_rings,euclid_distance,effective_rings,global_x,global_y,heading_running,heading_windowed,local_clock,elapsed_s,hop_ms,patch_ms
514955,282325,815511.6121,256913.5248,797729.9013,-169364.3473,-11.9862,-11.8605,1.8333,2822.960,128.50,127.24
517148,283526,818983.0222,258007.1355,801125.9615,-170083.6985,-11.9861,-11.9070,1.9167,2835.847,130.48,129.15
519335,284727,822448.2866,259098.8100,804514.9983,-170806.5386,-11.9863,-12.1308,1.8333,2848.716,126.92,125.62
521523,285929,825911.7641,260189.9217,807902.9706,-171525.7876,-11.9863,-12.2252,1.9167,2861.567,130.61,129.23
523713,287130,829380.7541,261282.7699,811296.6910,-172244.5067,-11.9862,-12.2955,1.9167,2874.462,131.22,129.88
525906,288331,832852.3751,262376.4470,814693.4150,-172961.7463,-11.9859,-11.5011,1.9167,2887.370,126.44,125.13
528095,289532,836320.0856,263468.8922,818084.8178,-173685.2204,-11.9862,-12.4247,1.7500,2900.232,130.67,129.39
530287,290733,839791.9591,264562.6489,821480.8143,-174407.1027,-11.9862,-12.3589,1.7500,2913.089,130.05,128.71
532480,291934,843264.3022,265656.5535,824877.7405,-175126.8671,-11.9861,-11.9419,1.9167,2925.986,129.05,127.65
534674,293135,846737.6978,266750.7897,828276.3089,-175843.9645,-11.9859,-11.4906,1.8333,2939.056,128.12,126.77
536860,294337,850199.6297,267841.4144,831661.8853,-176567.0572,-11.9861,-12.0239,1.7500,2951.950,127.40,126.10
539046,295537,853662.1956,268932.2389,835049.2837,-177284.6206,-11.9860,-11.7236,1.9167,2964.795,130.97,129.62
541242,296739,857140.7592,270028.1031,838451.6805,-178008.5699,-11.9861,-12.0043,1.9167,2977.702,129.11,127.76
543430,297939,860603.4867,271118.9785,841839.8926,-178723.0787,-11.9858,-11.8999,1.8333,2990.597,128.64,127.35
545625,299141,864081.6741,272214.7242,845240.4822,-179453.7293,-11.9864,-12.3160,1.5833,3003.469,126.20,124.99
547819,300342,867555.5477,273309.1110,848638.8300,-180174.1678,-11.9863,-12.6274,1.9167,3016.002,125.26,123.95
550009,301543,871024.5378,274401.9593,852032.5503,-180892.8869,-11.9862,-11.7455,1.8333,3028.722,131.41,130.12
552197,302744,874489.3362,275493.4871,855421.4487,-181614.1352,-11.9863,-11.9850,1.7500,3041.565,129.38,128.14
