generation,path_length_rings,euclid_distance,effective_rings,global_x,global_y,heading_running,heading_windowed,local_clock,elapsed_s,hop_ms,patch_ms
19853,11364,42465.8894,9912.5374,-11355.8929,40919.2673,105.5146,105.5207,1.7500,86.975,90.09,88.88
19874,11376,42511.1156,9923.0943,-11372.1071,40961.7026,105.5204,105.5207,1.7500,87.064,88.88,87.63
19895,11388,42555.7559,9933.5144,-11379.8929,41005.8699,105.5146,105.5207,1.7500,87.153,89.52,88.29
19916,11400,42600.9822,9944.0713,-11396.1071,41048.3051,105.5203,105.5207,1.7500,87.243,89.70,88.46
19936,11412,42644.7561,9954.2891,-11406.8929,41090.7403,105.5190,105.5207,1.6667,87.331,88.09,86.88
19958,11424,42690.8487,9965.0483,-11420.1071,41134.9076,105.5203,105.5207,1.8333,87.420,89.34,88.09
19978,11436,42734.6227,9975.2661,-11430.8929,41177.3429,105.5190,105.5207,1.6667,87.509,88.27,87.10
19999,11448,42778.7534,9985.5673,-11439.8929,41220.6442,105.5151,105.2626,1.7500,87.599,90.31,89.14
20020,11460,42824.4892,9996.2431,-11454.8929,41263.9454,105.5189,105.5207,1.7500,87.687,88.25,87.03
20041,11472,42868.6199,10006.5442,-11463.8929,41307.2467,105.5150,105.5207,1.7500,87.776,89.20,87.97
20062,11484,42914.3558,10017.2201,-11478.8929,41350.5480,105.5188,105.5207,1.7500,87.864,87.88,86.62
20083,11496,42958.4865,10027.5212,-11487.8929,41393.8492,105.5150,105.5207,1.7500,87.955,90.37,89.16
20104,11508,43003.7128,10038.0781,-11504.1071,41436.2845,105.5207,105.6150,1.7500,88.043,88.57,87.19
20125,11520,43048.3530,10048.4982,-11511.8929,41480.4518,105.5149,105.5207,1.7500,88.134,90.71,89.50
20146,11532,43093.5793,10059.0550,-11528.1071,41522.8870,105.5206,105.5207,1.7500,88.221,87.46,86.27
20167,11544,43138.2196,10069.4751,-11535.8929,41567.0543,105.5149,105.5207,1.7500,88.311,89.56,88.35
20188,11556,43183.4459,10080.0320,-11552.1071,41609.4896,105.5205,105.5207,1.7500,88.399,88.44,87.20
20209,11568,43228.0862,10090.4521,-11559.8929,41653.6569,105.5148,105.5207,1.7500,88.489,89.34,88.11
20230,11580,43273.3125,10101.0090,-11576.1071,41696.0921,105.5205,105.5207,1.7500,88.578,88.94,87.69
20251,11592,43317.9527,10111.4291,-11583.8929,41740.2594,105.5147,105.5207,1.7500,88.668,90.42,89.21
20272,11604,43363.1790,10121.9860,-11600.1071,41782.6946,105.5204,105.5207,1.7500,88.759,90.81,89.58
20292,11616,43406.9529,10132.2038,-11610.8929,41825.1299,105.5191,105.7464,1.6667,88.847,88.54,87.36
20314,11628,43453.0456,10142.9629,-11624.1071,41869.2972,105.5203,105.5207,1.8333,88.937,89.90,88.65
20334,11640,43496.8195,10153.1808,-11634.8929,41911.7324,105.5191,105.5207,1.6667,89.027,89.41,88.19
20356,11652,43542.9121,10163.9399,-11648.1071,41955.8997,105.5203,105.5207,1.8333,89.117,90.49,89.22
20376,11664,43586.6860,10174.1578,-11658.8929,41998.3350,105.5190,105.5207,1.6667,89.205,88.16,86.96
20397,11676,43630.8167,10184.4589,-11667.8929,42041.6362,105.5152,105.5207,1.7500,89.296,90.32,89.10
20418,11688,43676.5526,10195.1347,-11682.8929,42084.9375,105.5189,105.5207,1.7500,89.384,88.13,86.90
20439,11700,43720.6833,10205.4359,-11691.8929,42128.2388,105.5151,105.5207,1.7500,89.474,90.61,89.39
20460,11712,43766.4192,10216.1117,-11706.8929,42171.5400,105.5189,105.5207,1.7500,89.563,88.80,87.56
